	animal_1	animal_2	animal_3	animal_4	animal_5	animal_6	animal_7	animal_8	animal_9	animal_10	animal_11	animal_12	animal_13	animal_14	animal_15	animal_16	animal_17	animal_18	animal_19	animal_20	animal_21	animal_22	animal_23	animal_24	animal_25	animal_26	animal_27	animal_28	animal_29	animal_30	animal_31	animal_32
2017-07-01 00:00:00	1	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	4	0
2017-07-01 00:01:00	1	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	3	0
2017-07-01 00:02:00	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	1	0
2017-07-01 00:03:00	3	0	0	0	0	3	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0
2017-07-01 00:04:00	2	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	1	0
2017-07-01 00:05:00	1	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0
2017-07-01 00:06:00	1	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	2	0	0	0	0	2	2	21	0	0	0	4	0	0
2017-07-01 00:07:00	2	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	1	0	0
2017-07-01 00:08:00	1	0	0	0	0	0	0	3	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	1	0
2017-07-01 00:09:00	2	0	0	0	0	0	0	0	4	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0
2017-07-01 00:10:00	2	0	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0
2017-07-01 00:11:00	2	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	0	0	0	2	0
2017-07-01 00:12:00	2	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
2017-07-01 00:13:00	2	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	1	0	1	0
2017-07-01 00:14:00	1	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0
2017-07-01 00:15:00	2	0	0	0	0	0	0	0	3	0	0	2	0	0	3	0	0	0	0	0	0	3	0	3	0	0	1	0	0	0	0	0
2017-07-01 00:16:00	1	0	0	1	0	0	0	0	2	0	0	4	0	0	2	0	0	0	1	0	0	0	0	1	0	3	1	0	1	0	0	0
2017-07-01 00:17:00	1	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	18	0	0	0	0	2	0	0	1	0	2	0	3	0
2017-07-01 00:18:00	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0
2017-07-01 00:19:00	2	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0
2017-07-01 00:20:00	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
2017-07-01 00:21:00	8	0	0	0	0	4	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0
2017-07-01 00:22:00	1	0	0	0	0	4	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
2017-07-01 00:23:00	5	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-07-01 00:24:00	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2017-07-01 00:25:00	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
2017-07-01 00:26:00	1	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0
2017-07-01 00:27:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	1	0	0	2	0	0
2017-07-01 00:28:00	2	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	1	0	2	0	0
2017-07-01 00:29:00	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
2017-07-01 00:30:00	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	3	1	6	0	5	2	0
2017-07-01 00:31:00	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	1	0	0
2017-07-01 00:32:00	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	1	5	0	0	0	0
2017-07-01 00:33:00	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	0	1	2	3	1	1	0	0	0	0
2017-07-01 00:34:00	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	7	0	2	2	0
2017-07-01 00:35:00	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	3	0	1	1	0
2017-07-01 00:36:00	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	7	0	0	0	1	0
2017-07-01 00:37:00	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	1	0	2	2	0
2017-07-01 00:38:00	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	9	0	2	14	1	4	1	0
2017-07-01 00:39:00	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	2	0
2017-07-01 00:40:00	0	0	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	2	0	1	0
2017-07-01 00:41:00	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
2017-07-01 00:42:00	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2017-07-01 00:43:00	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	1	0
2017-07-01 00:44:00	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	2	0
2017-07-01 00:45:00	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	3	0	0	1	0
2017-07-01 00:46:00	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
2017-07-01 00:47:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0
2017-07-01 00:48:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2017-07-01 00:49:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0
2017-07-01 00:50:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
2017-07-01 00:51:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
2017-07-01 00:52:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0
2017-07-01 00:53:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0
2017-07-01 00:54:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	18	0	7	0	1	0
2017-07-01 00:55:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	1	0	0	0	0	0
2017-07-01 00:56:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	42	0	0	0	1	0	0	0	0	0	0
2017-07-01 00:57:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	1	2	0	0	0	0
2017-07-01 00:58:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
2017-07-01 00:59:00	5	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0
2017-07-01 01:00:00	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0
2017-07-01 01:01:00	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
2017-07-01 01:02:00	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
2017-07-01 01:03:00	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	3	0
2017-07-01 01:04:00	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	10	0	3	1	0
2017-07-01 01:05:00	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	2	1	1	0
2017-07-01 01:06:00	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
2017-07-01 01:07:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	2	0	2	0
2017-07-01 01:08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	2	0	0	2	0
2017-07-01 01:09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	1	0	3	0	1	0
2017-07-01 01:10:00	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2017-07-01 01:11:00	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	3	0	0	0	0
2017-07-01 01:12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	0	0	0	0	0	0
2017-07-01 01:13:00	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	1	0
2017-07-01 01:14:00	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	5	0
2017-07-01 01:15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	7	1	0
2017-07-01 01:16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2017-07-01 01:17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	1	0
2017-07-01 01:18:00	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	1	0
2017-07-01 01:19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
2017-07-01 01:20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-07-01 01:21:00	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	3	2	1	0
2017-07-01 01:22:00	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	5	2	0	3	0	1	0
2017-07-01 01:23:00	0	0	0	0	0	4	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	1	0	0	2	0	1	0
2017-07-01 01:24:00	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0
2017-07-01 01:25:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	3	0	0	0
2017-07-01 01:26:00	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	1	0
2017-07-01 01:27:00	0	0	0	0	0	9	19	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	9	0	0	2	0	1	0
2017-07-01 01:28:00	0	0	0	0	0	6	1	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	1	5	0	0	0	0
2017-07-01 01:29:00	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	4	1	1	2	0	0	0
2017-07-01 01:30:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	1	2	0	0	0
2017-07-01 01:31:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	0	0	0	1	0	2	2	0	1	0
2017-07-01 01:32:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	5	1	0	1	1
2017-07-01 01:33:00	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	2	0	0	0	0	0	1	3	2	0	1	1
2017-07-01 01:34:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	8	3	0	1	3
2017-07-01 01:35:00	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	2	4
2017-07-01 01:36:00	0	0	0	0	0	2	1	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	2	1	3	1
2017-07-01 01:37:00	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	1	0	0	0	3	2	1	2	3
2017-07-01 01:38:00	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	12	0	2	0	0	0	0	3	0	0	2	1	0	7
2017-07-01 01:39:00	0	0	0	0	0	8	0	0	0	0	1	0	1	0	1	0	0	0	6	0	3	0	0	0	0	1	0	0	3	0	0	1
2017-07-01 01:40:00	0	0	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	2	0	0	4
2017-07-01 01:41:00	0	0	0	0	0	1	0	0	0	0	4	0	0	0	3	0	0	0	0	0	3	0	0	4	0	0	0	0	2	2	0	0
2017-07-01 01:42:00	2	0	0	0	0	1	1	0	0	0	6	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	7	3	1	0	0
2017-07-01 01:43:00	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	1	0	0	8	0
2017-07-01 01:44:00	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	22	2	2	0	0
2017-07-01 01:45:00	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	7	2	0	3	1
2017-07-01 01:46:00	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	2	0	11	1	0	0	0	0	0	0	6
2017-07-01 01:47:00	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	1	2	0	0	0	0	0	3	6
2017-07-01 01:48:00	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	2	0	0	2	3	0	0	0	0	0	1	9
2017-07-01 01:49:00	0	0	0	0	0	0	0	0	0	0	6	0	16	0	0	0	0	0	0	0	1	5	0	1	3	0	3	2	5	0	1	7
2017-07-01 01:50:00	0	0	0	0	0	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	3	0	0	1	1	0	0	8	0	0	0	5
2017-07-01 01:51:00	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	2	1	0	0	3	0	1	0	3	0	1	0
2017-07-01 01:52:00	0	0	0	0	0	0	1	0	0	0	5	0	1	0	2	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	2
2017-07-01 01:53:00	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	5	1	1	0	3	0	1	3
2017-07-01 01:54:00	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	2	6	1	0	0	0	0	0
2017-07-01 01:55:00	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	4	3	2	0	0	0	0	2
2017-07-01 01:56:00	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	2	2	0	1	0	0	4
2017-07-01 01:57:00	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	2	1	0	1	0	0	7
2017-07-01 01:58:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	0	2	0	0	10
2017-07-01 01:59:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	6	1	0	0	0	0	1
2017-07-01 02:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	5	1	0	4	0	0	0
2017-07-01 02:01:00	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	4	0	0	3	0	0	0
2017-07-01 02:02:00	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	4	1	0	1	0	4	0
2017-07-01 02:03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	2	2	0
2017-07-01 02:04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0
2017-07-01 02:05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	1	1	0
2017-07-01 02:06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
2017-07-01 02:07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0
2017-07-01 02:08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0
2017-07-01 02:09:00	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	1	0
2017-07-01 02:10:00	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	6	0	1	0	3	0	0	1	0	0	0
2017-07-01 02:11:00	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	2	0
2017-07-01 02:12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	2	0	0	0
2017-07-01 02:13:00	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	0	3	0	0	2	0
2017-07-01 02:14:00	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4	3	0	2	2	0	0	0
2017-07-01 02:15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	0	1	1	1	0	0
2017-07-01 02:16:00	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	2	0	2	1	0	1	0
2017-07-01 02:17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	3	0	0
2017-07-01 02:18:00	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	2	4	1	0	1	2	0	1
2017-07-01 02:19:00	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	0	0	2	0	0	7
2017-07-01 02:20:00	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	3	0	0	3
2017-07-01 02:21:00	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	5
2017-07-01 02:22:00	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	1	3	0	2	0	0	3
2017-07-01 02:23:00	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4	5	0	2	0	0	0	2
2017-07-01 02:24:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	5	3	0	3	0	0	0
2017-07-01 02:25:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	3	0	1	1	0	1	0
2017-07-01 02:26:00	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	4	0	2	2	0	0	0
2017-07-01 02:27:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	0	2	0
2017-07-01 02:28:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	2	1	0	0	3	0	2	0
2017-07-01 02:29:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	0
2017-07-01 02:30:00	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	4	0	1	2	0	0	0
2017-07-01 02:31:00	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0
2017-07-01 02:32:00	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	2	0	4	0
2017-07-01 02:33:00	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	1	2	0	3	0
2017-07-01 02:34:00	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	3	9	0
2017-07-01 02:35:00	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	1	0	3	2	0	6	0
2017-07-01 02:36:00	1	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	2	0	0	0	0
2017-07-01 02:37:00	1	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	2	0	0
2017-07-01 02:38:00	1	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	1	2	4	0	5	1	3	0	0
2017-07-01 02:39:00	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	0	3	1	1	0	0
2017-07-01 02:40:00	20	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	2	2	3	1	2	0	3	0	0
2017-07-01 02:41:00	6	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	2	0	0	0	2	2	0	2	0	0	0	0
2017-07-01 02:42:00	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	4	2	4	0	0	3	0
2017-07-01 02:43:00	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0
2017-07-01 02:44:00	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	3	0	0	1	0
2017-07-01 02:45:00	0	0	0	0	0	0	1	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0
2017-07-01 02:46:00	0	0	0	0	0	0	30	0	0	3	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	1	2	2	0	0	0	0
2017-07-01 02:47:00	0	0	0	0	0	0	40	0	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	2	2	0	0	0	0
2017-07-01 02:48:00	0	0	0	0	0	0	3	0	0	5	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	2	0	3	0	0	0	0
2017-07-01 02:49:00	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	3	3	0	0	0	0
2017-07-01 02:50:00	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	2	3	2	0	0	0	0
2017-07-01 02:51:00	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0
2017-07-01 02:52:00	0	0	0	0	3	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	3	2	0	0	0	0
2017-07-01 02:53:00	0	0	0	0	2	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	5	7	0	2	0	2	3	3	0	0	0	0
2017-07-01 02:54:00	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	3	0	0	0	0
2017-07-01 02:55:00	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	4	2	0	0	0	0
2017-07-01 02:56:00	0	0	0	0	0	0	0	0	0	6	13	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	3	0	0	0	0
2017-07-01 02:57:00	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0
2017-07-01 02:58:00	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	5	0	0	0	0	0
