	animal_1	animal_2	animal_3	animal_4	animal_5	animal_6	animal_7	animal_8	animal_9	animal_10	animal_11	animal_12	animal_13	animal_14	animal_15	animal_16	animal_17	animal_18	animal_19	animal_20	animal_21	animal_22	animal_23	animal_24	animal_25	animal_26	animal_27	animal_28	animal_29	animal_30	animal_31	animal_32
00:00:00	-0.33647490645540784	-0.5514569287675902	-0.4076661004369065	0.09912330788027952	-0.6513215524360925	-0.5639341101605702	-0.6368458899721048	-0.6107825746497584	-0.41226090638461166	-0.5856757869449061	-0.6216570894669233	-0.32825466510010076	-0.46583714269686405	-0.7252889309206157	-0.5196403147886903	-0.6889921836512224	-0.7692349167193425	-0.49197970783440176	-1.0602558052737496	0.33659923332390973	-0.5263955627294494	-0.6189087140076294	-1.0619740921429002	0.8045832863495997	0.4944094998502614	-0.461518028180455	0.24997668302793383	-1.0138353668418658	0.04873484573529385	-0.5460679910562148	0.30851010266635887	-1.1570220992953852
00:01:00	-0.2434449225321801	-0.5169271875916878	-0.6038055583495032	0.26236231853470765	-0.6513215524360925	-0.5494222654051792	-0.6442939187261534	-0.613605036807416	-0.350392740086374	-0.5206256828944837	-0.7492952103919027	-0.22038280007181138	-0.4417650092741183	-0.7056437265789167	-0.3814132255630699	-0.6889921836512224	-0.7239441416055084	-1.1690645310885428	-0.9916782914316605	-0.8521308827258005	-0.7164115979940335	-0.4651612960873581	-1.0517516330210972	0.9567852112157262	0.05042029315669086	-0.28090188884700407	0.19475958006620445	-0.970498974988895	-0.1300461826607136	-0.42009871127828546	0.3913491701731174	-1.1016028817903027
00:02:00	-0.25071289002618236	-0.5385082758266269	-0.6038055583495032	0.23156250520368352	-0.6513215524360925	-0.5494222654051792	-0.6442939187261534	-0.6206611922015601	-0.3835364006032871	-0.5206256828944837	-0.7492952103919027	-0.24467826516827296	-0.47343886904088905	-0.7056437265789167	-0.45459227280016307	-0.6889921836512224	-0.7239441416055084	-1.1750247848143713	-0.9916782914316605	-0.8521308827258005	-0.7590434007777542	-0.49022880987870665	-1.0517516330210972	0.9924575373562248	0.08608207682685728	-0.27254003054452947	0.16320694980235909	-0.970498974988895	-0.12063665485039743	-0.4045469483427386	0.30130670549185806	-1.1016028817903027
00:03:00	-0.25071289002618236	-0.6248326287663832	-0.6038055583495032	0.2238625518709274	-0.6513215524360925	-0.5494222654051792	-0.6591899762342504	-0.6206611922015601	-0.4056321742812291	-0.5206256828944837	-0.7227039351991986	-0.27383282328402686	-0.49877795685430565	-0.7056437265789167	-0.5440333305343881	-0.6889921836512224	-0.7239441416055084	-1.1869452922660289	-0.8996840655459314	-0.8521308827258005	-0.9661121571558267	-0.44009378229600954	-1.0517516330210972	0.9924575373562248	0.09499752274439885	-0.28090188884700407	0.17898326493428177	-0.9366424188537615	-0.13004618266071355	-0.39677106687496516	0.301306705491858	-1.1016028817903027
00:04:00	-0.2725167925081888	-0.6248326287663832	-0.6038055583495032	0.16996287854163508	-0.6513215524360925	-0.5560185584758115	-0.666638004988299	-0.6206611922015601	-0.4111561177007146	-0.5206256828944837	-0.7014309150450354	-0.30298738139978076	-0.5304518166210763	-0.7056437265789167	-0.5684263462800859	-0.6889921836512224	-0.7239441416055084	-1.1750247848143713	-0.8662316197693026	-0.8521308827258005	-0.9843829297774214	-0.44009378229600954	-1.0517516330210972	1.0281298634967233	0.08608207682685728	-0.264178172242055	0.3288582586875471	-0.9298711076267349	-0.12063665485039737	-0.3423398966005513	0.2923024590237321	-1.1016028817903027
00:05:00	-0.2870527274961931	-0.6248326287663832	-0.6038055583495032	0.14686301854336695	-0.6513215524360925	-0.5560185584758115	-0.666638004988299	-0.6206611922015601	-0.4166800611202001	-0.5206256828944837	-0.6748396398523314	-0.32242375347695	-0.5684604483412012	-0.7056437265789167	-0.6009503672743496	-0.6889921836512224	-0.7239441416055084	-1.163104277362714	-0.882957842657617	-0.8521308827258005	-0.9722024146963583	-0.44009378229600954	-1.0517516330210972	1.028129863496723	0.14849019824964835	-0.1554740143098855	0.31308194355562435	-0.8824719290375481	-0.07358901579881644	-0.319012252197231	0.28329821255560617	-1.1016028817903027
00:06:00	-0.29432069499019525	-0.6320263248446962	-0.6038055583495032	0.13146311187785487	-0.6513215524360925	-0.5560185584758115	-0.666638004988299	-0.6206611922015601	-0.44429977821762767	-0.5206256828944837	-0.6482483646596274	-0.33700103253482694	-0.600134308107972	-0.7056437265789167	-0.6172123777714814	-0.6889921836512224	-0.7239441416055084	-1.163104277362714	-0.8996840655459314	-0.8521308827258005	-0.9539316420747637	-0.44009378229600954	-1.0517516330210972	1.0519114142570554	0.17523653600227304	-0.16383587261236	0.2973056284237018	-0.862157995356468	-0.07358901579881655	-0.31123637072945753	0.31931519842810985	-1.1016028817903027
00:07:00	-0.3015886624841974	-0.6392200209230092	-0.6038055583495032	0.1160632052123428	-0.6513215524360925	-0.5560185584758115	-0.666638004988299	-0.6206611922015601	-0.4608716084760842	-0.5206256828944837	-0.6216570894669233	-0.3661555906505808	-0.6254733959213885	-0.7056437265789167	-0.6253433830200473	-0.6889921836512224	-0.7239441416055084	-1.1392632624593992	-0.8662316197693026	-0.8521308827258005	-0.8869388091289166	-0.40667043057421143	-1.0517516330210972	1.1351468419182182	0.219813765589981	-0.2474544556371058	0.4392924646110057	-0.862157995356468	-0.04536043236786791	-0.3267881336650044	0.13022602259746538	-1.1016028817903027
00:08:00	-0.3161245974722017	-0.6392200209230092	-0.6038055583495032	0.08526339188131862	-0.6513215524360925	-0.5560185584758115	-0.666638004988299	-0.6206611922015601	-0.4940152689929973	-0.5339012143333455	-0.5950658142742193	-0.38073286970845777	-0.650812483734805	-0.7056437265789167	-0.6334743882686132	-0.6889921836512224	-0.7239441416055084	-1.1333030087335705	-0.8411422854368309	-0.8521308827258005	-0.8625777789667906	-0.3231120512697162	-1.0517516330210972	1.1113652911578862	0.2643909951776888	-0.22236888072968208	0.46295693730888965	-0.8553866841294413	-0.054769960178184196	-0.24902931898727018	0.049187804384332096	-1.1016028817903027
00:09:00	-0.3233925649662039	-0.603251540531444	-0.6038055583495032	0.03906367188478247	-0.6513215524360925	-0.5560185584758115	-0.666638004988299	-0.6418296583839924	-0.5161110426709393	-0.5339012143333455	-0.5631562840429745	-0.4098874278242117	-0.6634820276415134	-0.6933654738653549	-0.6416053935171792	-0.6889921836512224	-0.7239441416055084	-1.1094619938302557	-0.8495053968809883	-0.8521308827258005	-0.8382167488046643	-0.2646211857565695	-1.0517516330210972	1.0400206388768891	0.4248690216934372	-0.2892637471494787	0.5102858827046577	-0.7605883269510678	-0.0641794879885002	-0.22570167458394993	0.013170818511828424	-1.1240701321302011
00:10:00	-0.3379284999542082	-0.581670452296505	-0.6038055583495032	0.008263858553758153	-0.6513215524360925	-0.5560185584758115	-0.666638004988299	-0.6418296583839924	-0.5382068163488813	-0.5339012143333455	-0.5365650088502705	-0.4293237999013809	-0.6698167995948675	-0.6933654738653549	-0.6416053935171792	-0.6889921836512224	-0.7239441416055084	-1.1094619938302557	-0.8327791739926738	-0.8521308827258005	-0.8199459761830696	-0.2646211857565695	-1.0517516330210972	1.0875837403975537	0.4783616971986866	-0.264178172242055	0.5812793007983096	-0.7335030820429611	-0.054769960178184085	-0.2334775560517234	0.013170818511828424	-1.1390482990234667
00:11:00	-0.3524644349422125	-0.588864148374818	-0.6038055583495032	-0.01483600144450997	-0.6513215524360925	-0.5494222654051792	-0.666638004988299	-0.6418296583839924	-0.5934462505437365	-0.5339012143333455	-0.4355181631179952	-0.4487601719785502	-0.6698167995948675	-0.6933654738653549	-0.657867404014311	-0.6889921836512224	-0.7033574256446747	-1.1094619938302557	-0.8160529511043595	-0.8521308827258005	-0.7894946884804119	-0.1894186443825238	-1.0517516330210972	1.09947451577772	0.5229389267863944	-0.26417817224205503	0.5733911432323483	-0.7335030820429611	0.0675539013559262	-0.2334775560517234	0.040183557916206175	-1.1465373824700995
00:12:00	-0.36700036993021684	-0.6032515405314441	-0.6038055583495032	-0.045635814775534134	-0.6513215524360925	-0.52303709312265	-0.666638004988299	-0.6418296583839924	-0.610018080802193	-0.5471767457722072	-0.37169910265550543	-0.4681965440557194	-0.6824863435015758	-0.6933654738653549	-0.657867404014311	-0.6889921836512224	-0.7033574256446747	-1.103501740104427	-0.8160529511043595	-0.8521308827258005	-0.7468628856966912	0.027833141809163825	-1.0517516330210972	1.0638021896372216	0.5853470482091856	-0.25581631393958043	0.5576148281004256	-0.7335030820429611	0.2557444575622497	-0.24125343751949682	0.14823451553371728	-1.1465373824700995
00:13:00	-0.38153630491822116	-0.6032515405314441	-0.6038055583495032	-0.09953548810482647	-0.6513215524360925	-0.5098445069813855	-0.666638004988299	-0.6418296583839924	-0.6210659676411641	-0.5604522772110688	-0.33447131738571984	-0.4876329161328887	-0.6824863435015758	-0.6933654738653549	-0.657867404014311	-0.6889921836512224	-0.710219664298286	-1.0975414863785982	-0.7491480595511019	-0.8521308827258005	-0.6981408253724388	0.0027656280178152137	-1.0517516330210972	1.0875837403975537	0.6566706155495182	-0.2892637471494787	0.5655029856663869	-0.7335030820429611	0.3122016244241467	-0.24902931898727018	0.16624300846996914	-1.1465373824700995
00:14:00	-0.3960722399062255	-0.596057844453131	-0.6038055583495032	-0.13803525476860662	-0.6513215524360925	-0.5098445069813855	-0.666638004988299	-0.6418296583839924	-0.6431617413191061	-0.5670900429304997	-0.3185165522700974	-0.5070692882100579	-0.6824863435015758	-0.6872263475085738	-0.657867404014311	-0.6889921836512224	-0.6896329483374523	-1.0856209789269409	-0.7407849481069446	-0.8521308827258005	-0.6920505678319073	0.027833141809163825	-1.0517516330210972	1.016239088116557	0.6745015073846014	-0.3059874637544278	0.5497266705344643	-0.7267317708159344	0.34043020785509515	-0.24902931898727018	0.16624300846996914	-1.131559215576834
00:15:00	-0.4033402074002277	-0.581670452296505	-0.6038055583495032	-0.19193492809789892	-0.6513215524360925	-0.5098445069813855	-0.666638004988299	-0.6418296583839924	-0.6542096281580771	-0.5405389800527762	-0.2972435321159342	-0.5459420323643964	-0.6824863435015758	-0.6872263475085738	-0.657867404014311	-0.6889921836512224	-0.710219664298286	-1.0737004714752834	-0.7407849481069446	-0.8521308827258005	-0.6555090225887181	0.027833141809163825	-1.0517516330210972	0.9924575373562246	0.7369096288073923	-0.264178172242055	0.5260621978365803	-0.7131891483618811	0.34983973566541143	-0.27235696339059046	0.2382769802149765	-1.1090919652369355
00:16:00	-0.417876142388232	-0.567283060139879	-0.6038055583495032	-0.23043469476167916	-0.6513215524360925	-0.5098445069813855	-0.666638004988299	-0.6418296583839924	-0.6707814584165336	-0.5604522772110688	-0.2812887670003117	-0.570237497460858	-0.6824863435015758	-0.6872263475085738	-0.6822604197600086	-0.6889921836512224	-0.6690462323766186	-1.0498594565719686	-0.7240587252186302	-0.8521308827258005	-0.576335674561808	0.0027656280178152137	-1.0403933451079825	1.0043483127363908	0.7547405206424754	-0.04676985637771597	0.45506877974292836	-0.692875214680801	0.36865879128604373	-0.28013284485836387	0.18425150140622104	-1.0941137983436702
00:17:00	-0.4251441098822341	-0.567283060139879	-0.6038055583495032	-0.2766344147582154	-0.6513215524360925	-0.5098445069813855	-0.666638004988299	-0.6418296583839924	-0.6818293452555046	-0.5936411058082232	-0.2759705119617709	-0.6042511485959042	-0.6761515715482217	-0.6872263475085738	-0.7066534355057064	-0.6889921836512224	-0.682770709683841	-1.020058187942825	-0.6655169451095299	-0.8521308827258005	-0.5458843868591503	-0.022301885773533314	-1.0403933451079825	1.004348312736391	0.7369096288073923	0.01176315173960607	0.4866214100067737	-0.692875214680801	0.3404302078550952	-0.29568460779391076	0.1302260225974655	-1.1016028817903027
00:18:00	-0.4324120773762363	-0.567283060139879	-0.6038055583495032	-0.2997342747564835	-0.6513215524360925	-0.5098445069813855	-0.666638004988299	-0.6418296583839924	-0.6818293452555046	-0.5936411058082232	-0.2759705119617709	-0.6431238927502427	-0.6761515715482217	-0.6872263475085738	-0.7391774564999701	-0.6889921836512224	-0.6964951869910635	-1.0081376804911677	-0.7826005053277306	-0.792694376923315	-0.509342841615961	-0.013946047843083759	-1.0403933451079825	0.6951881528520711	0.6210088318793519	0.020125010042080616	0.4392924646110056	-0.6793325922267477	0.3404302078550953	-0.29568460779391076	0.08520479025683582	-1.1016028817903027
